audio_path,n_diarizers_fn,pct_diarizers,diarizers,#_adults,#_children,#_people_interacting,has_interaction,n_children_cat,n_adults_cat,Context,Location,child_id,timepoint_norm,task
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-O2U2C6W2S9/ses-01/beh/sub-O2U2C6W2S9_ses-01_task-socialroutine_run-01_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",1.0,2.0,1.0,True,2+,1,social routine,inside private,O2U2C6W2S9,14_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-P3A4R4S2O3/ses-01/beh/sub-P3A4R4S2O3_ses-01_task-other_run-01_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,1.0,True,1,0,other,inside private,P3A4R4S2O3,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S9D2T7Y9B1/ses-01/beh/sub-S9D2T7Y9B1_ses-01_task-motorplay_run-03_audio.wav,2,0.182,"Pyannote, TalkNet-ASD",0.0,1.0,1.0,True,1,0,motor play,inside private,S9D2T7Y9B1,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S7F0B6H3A3/ses-01/beh/sub-S7F0B6H3A3_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,S7F0B6H3A3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-O7X6W5O8E0/ses-02/beh/sub-O7X6W5O8E0_ses-02_task-socialroutine_run-01_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,2.0,1.0,True,2+,0,social routine,inside private,O7X6W5O8E0,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-02/beh/sub-R6R8Q6A7K0_ses-02_task-motorplay_run-01_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",1.0,1.0,1.0,True,1,1,motor play,outside public,R6R8Q6A7K0,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,2,0.182,"BabAR, VTC-KCHI",0.0,2.0,2.0,True,2+,0,general social communication interaction,outside public,C5U1P3X9F0,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-socialroutine_run-01_audio.wav,2,0.182,"WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,social routine,inside private,L4M8P2T7S0,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J4J6X7C4D9/ses-02/beh/sub-J4J6X7C4D9_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,2,0.182,"TalkNet-ASD, USC-SAIL",1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,J4J6X7C4D9,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Q9W9P7Z3J7/ses-02/beh/sub-Q9W9P7Z3J7_ses-02_task-dailyroutine_run-01_audio.wav,2,0.182,"Pyannote, TalkNet-ASD",1.0,1.0,1.0,True,1,1,daily routine,inside private,Q9W9P7Z3J7,36_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-01/beh/sub-J3J0V4T8C3_ses-01_task-other_run-02_audio.wav,2,0.182,"Pyannote, TalkNet-ASD",0.0,1.0,0.0,False,1,0,other,inside public,J3J0V4T8C3,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L6F2P7K8P1/ses-02/beh/sub-L6F2P7K8P1_ses-02_task-other_run-01_audio.wav,2,0.182,"Pyannote, TalkNet-ASD",0.0,1.0,0.0,False,1,0,other,inside public,L6F2P7K8P1,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N2Z6J3E5Q5/ses-01/beh/sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,2,0.182,"Pyannote, Sortformer",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,N2Z6J3E5Q5,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-H7C3T0K5E5/ses-02/beh/sub-H7C3T0K5E5_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,2,0.182,"Sortformer, VBx",1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,H7C3T0K5E5,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-motorplay_run-01_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",0.0,2.0,1.0,True,2+,0,motor play,inside private,F8N7H3T0O1,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-socialroutine_run-02_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",1.0,1.0,1.0,True,1,1,social routine,inside private,F3N4H0K1Z1,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-08_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,0.0,False,1,0,toy play,inside private,C5U1P3X9F0,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-01/beh/sub-T2H0J0N2Z5_ses-01_task-motorplay_run-02_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",0.0,1.0,0.0,False,1,0,motor play,inside private,T2H0J0N2Z5,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z2E7T3I3H2/ses-01/beh/sub-Z2E7T3I3H2_ses-01_task-socialroutine_run-01_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",0.0,2.0,2.0,True,2+,0,social routine,inside private,Z2E7T3I3H2,14_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y6Z4H0C5U2/ses-01/beh/sub-Y6Z4H0C5U2_ses-01_task-toyplay_run-02_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",1.0,1.0,1.0,True,1,1,toy play,inside private,Y6Z4H0C5U2,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1L0B3F6F1/ses-01/beh/sub-B1L0B3F6F1_ses-01_task-other_run-01_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",1.0,1.0,1.0,True,1,1,other,inside private,B1L0B3F6F1,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-01/beh/sub-J3J0V4T8C3_ses-01_task-generalsocialcommunicationinteraction_run-08_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,J3J0V4T8C3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-01/beh/sub-L4M1H7J7G3_ses-01_task-generalsocialcommunicationinteraction_run-13_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",0.0,2.0,2.0,True,2+,0,general social communication interaction,inside private,L4M1H7J7G3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-02/beh/sub-L0B0Q5O3Q3_ses-02_task-bookshare_run-08_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,1.0,0.0,False,1,0,book share,inside private,L0B0Q5O3Q3,36_month,bookshare
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-02/beh/sub-L0B0Q5O3Q3_ses-02_task-toyplay_run-11_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,1.0,True,1,0,toy play,inside private,L0B0Q5O3Q3,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-02/beh/sub-C5U1P3X9F0_ses-02_task-other_run-02_audio.wav,2,0.182,"Pyannote, TalkNet-ASD",0.0,1.0,0.0,False,1,0,other,inside private,C5U1P3X9F0,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-M5O1K4W9O1/ses-01/beh/sub-M5O1K4W9O1_ses-01_task-toyplay_run-03_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,1.0,1.0,True,1,0,toy play,inside private,M5O1K4W9O1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",1.0,1.0,2.0,True,1,1,general social communication interaction,inside private,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L6F2P7K8P1/ses-01/beh/sub-L6F2P7K8P1_ses-01_task-other_run-01_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",0.0,1.0,0.0,False,1,0,other,inside private,L6F2P7K8P1,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-02/beh/sub-L4M1H7J7G3_ses-02_task-other_run-03_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,1.0,0.0,False,1,0,other,inside private,L4M1H7J7G3,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3C7S2N8O0/ses-02/beh/sub-N3C7S2N8O0_ses-02_task-toyplay_run-02_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,1.0,True,1,0,toy play,inside public,N3C7S2N8O0,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-other_run-08_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,0.0,False,1,0,other,inside private,G4J8F6F4X0,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-15_audio.wav,2,0.182,"Sortformer, TalkNet-ASD",1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,G4J8F6F4X0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C3A8Q4J6E5/ses-01/beh/sub-C3A8Q4J6E5_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",0.0,3.0,4.0,True,2+,0,general social communication interaction,inside private,C3A8Q4J6E5,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-02/beh/sub-C0O6X3N5Y7_ses-02_task-dailyroutine_run-01_audio.wav,2,0.182,"TalkNet-ASD, Whisper-MIL",0.0,1.0,0.0,False,1,0,daily routine,inside private,C0O6X3N5Y7,36_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-02/beh/sub-A3G3T7I1A5_ses-02_task-toyplay_run-02_audio.wav,2,0.182,"EEND-EDA, TalkNet-ASD",1.0,1.0,2.0,True,1,1,toy play,inside private,A3G3T7I1A5,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3P0N4W0X9/ses-02/beh/sub-W3P0N4W0X9_ses-02_task-motorplay_run-05_audio.wav,2,0.182,"BabAR, VTC-KCHI",1.0,1.0,2.0,True,1,1,motor play,outside private,W3P0N4W0X9,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R4O0P4P3J4/ses-02/beh/sub-R4O0P4P3J4_ses-02_task-motorplay_run-02_audio.wav,2,0.182,"BabAR, VTC-KCHI",0.0,2.0,1.0,True,2+,0,motor play,outside private,R4O0P4P3J4,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N5I9D3R2M1/ses-02/beh/sub-N5I9D3R2M1_ses-02_task-generalsocialcommunicationinteraction_run-09_audio.wav,2,0.182,"BabAR, VTC-KCHI",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,N5I9D3R2M1,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-other_run-09_audio.wav,2,0.182,"BabAR, VTC-KCHI",0.0,1.0,1.0,True,1,0,other,outside public,L4M8P2T7S0,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J4J6X7C4D9/ses-02/beh/sub-J4J6X7C4D9_ses-02_task-generalsocialcommunicationinteraction_run-06_audio.wav,2,0.182,"BabAR, VTC-KCHI",1.0,1.0,1.0,True,1,1,general social communication interaction,outside public,J4J6X7C4D9,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-01/beh/sub-T2H0J0N2Z5_ses-01_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,T2H0J0N2Z5,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-motorplay_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,inside private,T2H0J0N2Z5,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-02/beh/sub-T8P2Z1M9O9_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,T8P2Z1M9O9,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-01/beh/sub-U6O5F2B7T5_ses-01_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,outside public,U6O5F2B7T5,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-02/beh/sub-U6O5F2B7T5_ses-02_task-bookshare_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,book share,inside private,U6O5F2B7T5,36_month,bookshare
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-V7D7K3H8B4/ses-02/beh/sub-V7D7K3H8B4_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,V7D7K3H8B4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-V9X2Q7S1E1/ses-01/beh/sub-V9X2Q7S1E1_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,general social communication interaction,inside private,V9X2Q7S1E1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3I4D2X4Z4/ses-01/beh/sub-W3I4D2X4Z4_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,outside private,W3I4D2X4Z4,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3I4D2X4Z4/ses-01/beh/sub-W3I4D2X4Z4_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,W3I4D2X4Z4,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3I4D2X4Z4/ses-02/beh/sub-W3I4D2X4Z4_ses-02_task-other_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,3.0,True,1,1,other,inside public,W3I4D2X4Z4,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3I4D2X4Z4/ses-02/beh/sub-W3I4D2X4Z4_ses-02_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,outside public,W3I4D2X4Z4,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3O7N1N8U2/ses-01/beh/sub-W3O7N1N8U2_ses-01_task-other_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,other,inside private,W3O7N1N8U2,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3O7N1N8U2/ses-02/beh/sub-W3O7N1N8U2_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,W3O7N1N8U2,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3P0N4W0X9/ses-01/beh/sub-W3P0N4W0X9_ses-01_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,toy play,inside private,W3P0N4W0X9,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W4O4B5W7K0/ses-02/beh/sub-W4O4B5W7K0_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,W4O4B5W7K0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W4O4B5W7K0/ses-02/beh/sub-W4O4B5W7K0_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,W4O4B5W7K0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W9K7Y8Y0V6/ses-02/beh/sub-W9K7Y8Y0V6_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,outside public,W9K7Y8Y0V6,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W9K7Y8Y0V6/ses-02/beh/sub-W9K7Y8Y0V6_ses-02_task-motorplay_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,outside public,W9K7Y8Y0V6,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W9S0D6Q7Z5/ses-01/beh/sub-W9S0D6Q7Z5_ses-01_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,inside private,W9S0D6Q7Z5,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-X1U1P0D1X3/ses-01/beh/sub-X1U1P0D1X3_ses-01_task-other_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,other,inside private,X1U1P0D1X3,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-X1U1P0D1X3/ses-02/beh/sub-X1U1P0D1X3_ses-02_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,toy play,inside private,X1U1P0D1X3,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-X2N4R2N5V8/ses-02/beh/sub-X2N4R2N5V8_ses-02_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,2.0,True,1,1,toy play,inside public,X2N4R2N5V8,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-X2N4R2N5V8/ses-02/beh/sub-X2N4R2N5V8_ses-02_task-dailyroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,daily routine,inside private,X2N4R2N5V8,36_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y6Z4H0C5U2/ses-02/beh/sub-Y6Z4H0C5U2_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,Y6Z4H0C5U2,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z2E7T3I3H2/ses-02/beh/sub-Z2E7T3I3H2_ses-02_task-toyplay_run-03_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,toy play,inside private,Z2E7T3I3H2,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-toyplay_run-10_audio.wav,1,0.091,EEND-EDA,1.0,1.0,1.0,True,1,1,toy play,inside private,D4Y7P4G2V4,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-toyplay_run-07_audio.wav,1,0.091,EEND-EDA,0.0,1.0,1.0,True,1,0,toy play,inside private,F3N4H0K1Z1,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-motorplay_run-01_audio.wav,1,0.091,Sortformer,0.0,2.0,1.0,True,2+,0,motor play,outside private,T2H0J0N2Z5,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,C5U1P3X9F0,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,2.0,True,1,0,general social communication interaction,inside private,D4Y7P4G2V4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,D8G5K7I0D6,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-02/beh/sub-D8G5K7I0D6_ses-02_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,D8G5K7I0D6,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-02/beh/sub-D8O8B2C4X2_ses-02_task-generalsocialcommunicationinteraction_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,D8O8B2C4X2,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D9N0U7M9X3/ses-02/beh/sub-D9N0U7M9X3_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,2.0,True,1,0,general social communication interaction,inside private,D9N0U7M9X3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-02/beh/sub-E2P5Q8S5A7_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,general social communication interaction,inside private,E2P5Q8S5A7,36_month,generalsocialcommunicationinteraction
